page_id,cluster_id,cutoff_week,content_age_days,word_count,internal_inlinks,serp_feature_count,current_avg_position,current_impressions,current_clicks,current_ctr,avg_dwell_sec,estimated_bounce_rate,click_velocity_2w,click_trend_4w,pos_velocity_4w,ctr_ratio_to_expected,past_4w_impressions_mean,past_4w_position_std,future_click_drop_ratio,target_opportunity_decay
anon_page_0001,cluster_01,6,452,829,22,2,7.96,4892,363,0.0742,127,0.619,0.2305084745762712,-0.30725190839694655,-0.3799999999999999,1.4423104765989836,4896.5,0.3519588044075612,0.017437961099932932,0
anon_page_0001,cluster_01,7,459,829,22,2,7.77,4220,301,0.0713,56,0.539,-0.17079889807162535,-0.025889967637540454,0.28999999999999915,1.3577697887447013,4342.25,0.19498397370040432,-0.1774447949526814,0
anon_page_0001,cluster_01,8,466,829,22,0,8.23,5083,372,0.0732,111,0.66,0.23588039867109634,0.26101694915254237,0.7100000000000009,1.4637930683550284,4565.25,0.25990382836734083,-0.06311044327573254,0
anon_page_0001,cluster_01,9,473,829,22,1,8.06,4483,315,0.0703,106,0.732,-0.1532258064516129,-0.1322314049586777,0.10000000000000053,1.3810800627216278,4669.5,0.16650825805346745,-0.13471502590673576,0
anon_page_0001,cluster_01,10,480,829,22,3,8.94,6320,477,0.0755,133,0.517,0.5142857142857142,0.584717607973422,1.17,1.6198044505258877,5026.5,0.43098723879019885,-0.030716723549488054,0
anon_page_0001,cluster_01,11,487,829,22,0,8.35,4735,329,0.0695,148,0.943,-0.31027253668763105,-0.11559139784946236,0.11999999999999922,1.4070095786292143,5155.25,0.33109666262286575,0.06363027461486939,0
anon_page_0002,cluster_02,4,145,1777,42,0,7.56,2120,117,0.0552,123,0.711,0.3448275862068966,0.19387755102040816,-0.660000000000001,1.0269784941705917,2054.25,0.3788799282094529,-0.15839243498817968,0
anon_page_0002,cluster_02,5,152,1777,42,1,7.42,2225,130,0.0584,168,0.726,0.1111111111111111,0.0743801652892562,-0.8300000000000001,1.0693870285217555,2099.5,0.34576003239240943,-0.07472527472527472,0
anon_page_0002,cluster_02,6,159,1777,42,0,6.73,1796,104,0.0579,123,0.781,-0.2,0.19540229885057472,-0.6799999999999997,0.9758208956451375,1970.0,0.32303250610426165,-0.20319634703196346,0
anon_page_0002,cluster_02,7,166,1777,42,1,6.8,2095,130,0.0621,123,0.707,0.25,0.1111111111111111,-0.7599999999999998,1.0558516945327765,2059.0,0.366699809108213,-0.13513513513513514,0
anon_page_0002,cluster_02,8,173,1777,42,1,6.43,1974,126,0.0638,126,0.57,-0.03076923076923077,-0.03076923076923077,-0.9900000000000002,1.0343767518431373,2022.5,0.35989581825856215,-0.15306122448979592,0
anon_page_0002,cluster_02,9,180,1777,42,2,6.15,1945,129,0.0663,189,0.687,0.023809523809523808,0.2403846153846154,-0.5800000000000001,1.0349899247007237,1952.5,0.25849323008543174,-0.21881390593047034,0
anon_page_0002,cluster_02,10,187,1777,42,1,6.01,2044,142,0.0695,236,0.624,0.10077519379844961,0.09230769230769231,-0.79,1.0639148017600348,2014.5,0.30185882461839664,-0.1840607210626186,0
anon_page_0002,cluster_02,11,194,1777,42,0,5.79,2062,149,0.0723,157,0.56,0.04929577464788732,0.18253968253968253,-0.6399999999999997,1.0722444864412344,2006.25,0.23210988776870314,-0.1813186813186813,0
anon_page_0003,cluster_03,4,253,2044,7,1,8.57,7874,471,0.0598,89,0.77,0.07534246575342465,-0.3093841642228739,-0.25,1.2376949755110804,9216.75,0.29449108645254474,0.03694267515923567,0
anon_page_0003,cluster_03,5,260,2044,7,0,8.69,8009,474,0.0592,184,0.813,0.006369426751592357,-0.3795811518324607,-0.46000000000000085,1.2398446203789477,8646.0,0.28934192575567086,-0.029809035863996275,0
anon_page_0003,cluster_03,6,267,2044,7,0,9.08,9370,569,0.0607,143,0.639,0.20042194092827004,0.2990867579908676,0.7200000000000006,1.319594229082718,8148.0,0.2619637379485949,-0.26075819672131145,0
anon_page_0003,cluster_03,7,274,2044,7,1,9.13,9172,547,0.0596,177,0.647,-0.03866432337434095,0.1613588110403397,0.5600000000000005,1.3017427450681647,8606.25,0.24190649019817578,-0.3309073265405143,0
anon_page_0003,cluster_03,8,281,2044,7,3,9.61,10949,678,0.0619,141,0.52,0.23948811700182815,0.43037974683544306,0.9199999999999999,1.412161196763989,9375.0,0.3265252670161989,-0.2619047619047619,0
anon_page_0003,cluster_03,9,288,2044,7,1,8.96,7543,417,0.0553,112,0.794,-0.38495575221238937,-0.2671353251318102,-0.11999999999999922,1.1886819958560861,9258.5,0.24743686063317194,-0.4287652645861601,0
anon_page_0003,cluster_03,10,295,2044,7,0,10.21,12831,819,0.0638,115,0.687,0.9640287769784173,0.49725776965265084,1.08,1.5323970412453567,10123.75,0.48545725867474665,-0.28362454286875255,0
anon_page_0003,cluster_03,11,302,2044,7,1,10.35,13060,829,0.0635,145,0.777,0.01221001221001221,0.22271386430678466,0.7400000000000002,1.5429496984275604,11095.75,0.5502442639410244,-0.00984323733138899,0
anon_page_0004,cluster_04,4,494,1679,2,0,9.12,5183,249,0.048,170,0.653,-0.0311284046692607,0.08733624454148471,-0.8100000000000005,1.0474072971164092,5580.75,0.360581128180608,-0.14645974781765275,0
anon_page_0004,cluster_04,5,501,1679,2,1,9.01,5547,284,0.0512,157,0.641,0.14056224899598393,-0.04054054054054054,-1.0,1.1057699374053047,5619.5,0.38970341286675964,-0.11878453038674033,0
anon_page_0004,cluster_04,6,508,1679,2,2,8.8,5656,303,0.0536,131,0.623,0.06690140845070422,0.17898832684824903,-0.6699999999999999,1.134628808735378,5468.75,0.2425901894141641,-0.15096065873741996,0
anon_page_0004,cluster_04,7,515,1679,2,3,8.59,5740,321,0.0559,95,0.763,0.0594059405940594,0.2891566265060241,-0.5299999999999994,1.1592703876912716,5531.5,0.20310096011589873,-0.1331028522039758,0
anon_page_0004,cluster_04,8,522,1679,2,2,8.03,4911,274,0.0558,145,0.745,-0.14641744548286603,-0.035211267605633804,-0.9800000000000004,1.0927508618901256,5463.5,0.364991438255749,-0.16751269035532995,0
anon_page_0004,cluster_04,9,529,1679,2,2,7.95,5353,317,0.0592,140,0.799,0.15693430656934307,0.0462046204620462,-0.8500000000000005,1.1495093585532152,5415.0,0.36134298111351243,-0.16296296296296298,0
anon_page_0004,cluster_04,10,536,1679,2,3,7.79,5571,346,0.0621,155,0.816,0.0914826498422713,0.0778816199376947,-0.7999999999999998,1.1851605435309476,5393.75,0.3013303834663872,-0.12639109697933226,0
anon_page_0004,cluster_04,11,543,1679,2,1,7.62,5763,374,0.0649,147,0.651,0.08092485549132948,0.36496350364963503,-0.40999999999999925,1.2155845391701574,5399.5,0.15722197683530104,-0.10602593440122045,0
anon_page_0005,cluster_05,4,534,1836,2,1,4.74,2786,365,0.131,113,0.657,-0.049479166666666664,0.057971014492753624,0.33000000000000007,1.6389346283696566,2815.75,0.14739402972983667,0.0348993288590604,0
anon_page_0005,cluster_05,5,541,1836,2,3,4.85,2857,372,0.1302,95,0.78,0.019178082191780823,-0.06060606060606061,0.09999999999999964,1.6610021986573438,2882.75,0.043874821936960434,0.05405405405405406,0
anon_page_0005,cluster_05,6,548,1836,2,2,4.77,2665,344,0.1291,138,0.648,-0.07526881720430108,-0.10416666666666667,0.009999999999999787,1.6238488786020664,2804.0,0.04183300132670363,0.004095563139931741,0
anon_page_0005,cluster_05,7,555,1836,2,3,4.93,2795,359,0.1284,205,0.551,0.0436046511627907,-0.01643835616438356,0.1899999999999995,1.6609771212361353,2775.75,0.07395099728874509,0.021527777777777778,0
anon_page_0005,cluster_05,8,562,1836,2,1,5.02,2836,363,0.128,114,0.846,0.011142061281337047,-0.024193548387096774,0.16999999999999993,1.6814612935149487,2788.25,0.09283722313813572,0.027816411682892908,0
anon_page_0005,cluster_05,9,569,1836,2,0,5.13,2900,369,0.1272,133,0.651,0.01652892561983471,0.07267441860465117,0.3600000000000003,1.7020237539652228,2799.0,0.1317905535309721,0.06062717770034843,0
anon_page_0005,cluster_05,10,576,1836,2,1,5.2,2913,368,0.1263,118,0.55,-0.0027100271002710027,0.025069637883008356,0.27000000000000046,1.709562323270289,2861.0,0.10319883720275165,0.09801233721727211,0
anon_page_0005,cluster_05,11,583,1836,2,1,4.95,2478,309,0.1247,78,0.576,-0.16032608695652173,-0.1487603305785124,-0.0699999999999994,1.618674845865375,2781.75,0.09656603957913987,0.0468417317246274,0
anon_page_0006,cluster_06,4,469,1206,47,0,1.63,11367,1188,0.1045,178,0.627,-0.09657794676806084,-0.2602739726027397,0.5499999999999998,0.5276603965009529,11783.5,0.23413404280454386,0.28140794223826715,1
anon_page_0006,cluster_06,5,476,1206,47,0,1.72,11029,1085,0.0984,84,0.633,-0.0867003367003367,-0.24178895877009085,0.20999999999999996,0.5200834375786695,11832.0,0.07758060324591448,0.2580195258019526,1
anon_page_0006,cluster_06,6,483,1206,47,1,2.07,12124,1040,0.0858,156,0.544,-0.041474654377880185,-0.20912547528517111,0.3999999999999999,0.5308121154080694,11745.0,0.17469616481193853,0.26037165082108904,1
anon_page_0006,cluster_06,7,490,1206,47,1,2.22,12133,971,0.08,163,0.582,-0.06634615384615385,-0.18265993265993266,0.5900000000000003,0.5252532648466315,11663.25,0.2430020576044574,0.2623716153127918,1
anon_page_0006,cluster_06,8,497,1206,47,3,2.28,11575,885,0.0765,131,0.405,-0.08856848609680741,-0.18433179723502305,0.5599999999999998,0.5137889981204677,11715.25,0.2174137760124689,0.26098970108013064,1
anon_page_0006,cluster_06,9,504,1206,47,1,2.43,11582,828,0.0715,165,0.575,-0.06440677966101695,-0.20384615384615384,0.3600000000000003,0.5069324818226046,11853.5,0.1290348790056395,0.2634264232008593,1
anon_page_0006,cluster_06,10,511,1206,47,0,2.44,10722,739,0.0689,102,0.615,-0.10748792270531402,-0.23892893923789907,0.21999999999999975,0.49020678669974327,11503.0,0.09496709956611289,0.2544551562956471,1
anon_page_0006,cluster_06,11,518,1206,47,2,2.66,11133,708,0.0636,191,0.477,-0.04194857916102842,-0.2,0.38000000000000034,0.48695098882084553,11253.0,0.1355313616842981,0.2417721518987342,1
anon_page_0007,cluster_07,4,225,1031,1,1,6.23,10601,700,0.066,189,0.654,0.20898100172711573,-0.05660377358490566,-1.0699999999999994,1.0416876624297446,10024.75,0.4739725730461626,-0.2309245054501413,0
anon_page_0007,cluster_07,5,232,1031,1,1,5.86,9970,678,0.068,133,0.561,-0.03142857142857143,0.4868421052631579,-0.3099999999999996,1.0188274360903513,9459.0,0.15182226450688965,-0.2967260671363448,0
anon_page_0007,cluster_07,6,239,1031,1,0,5.86,11176,804,0.0719,106,0.56,0.18584070796460178,0.38860103626943004,-0.35999999999999943,1.0772601861014155,10275.5,0.182534243362718,-0.16117348786671495,0
anon_page_0007,cluster_07,7,246,1031,1,1,5.52,10684,794,0.0743,150,0.831,-0.012437810945273632,0.13428571428571429,-0.7100000000000009,1.058073348262328,10607.75,0.2511349238955031,-0.08904569892473119,0
anon_page_0007,cluster_07,8,253,1031,1,0,5.15,10080,773,0.0767,136,0.568,-0.02644836272040302,0.140117994100295,-0.71,1.0296989121335829,10477.5,0.29328953271468794,-0.11249590029517875,0
anon_page_0007,cluster_07,9,260,1031,1,0,4.79,9539,758,0.0795,77,0.539,-0.019404915912031046,-0.05721393034825871,-1.0700000000000003,1.0035316182334393,10369.75,0.4003123780249619,-0.13007350591243208,0
anon_page_0007,cluster_07,10,267,1031,1,3,4.76,10565,881,0.0834,127,0.601,0.16226912928759896,0.10957178841309824,-0.7599999999999998,1.0471543609835277,10217.0,0.30923292192132446,-0.07548346849656894,0
anon_page_0007,cluster_07,11,274,1031,1,0,4.32,9598,829,0.0864,171,0.692,-0.05902383654937571,0.0724450194049159,-0.8300000000000001,0.9989728209813296,9945.5,0.29432125305522877,-0.14501697007096576,0
anon_page_0008,cluster_08,4,461,1044,22,0,4.2,259,32,0.1236,126,0.653,-0.030303030303030304,-0.030303030303030304,0.1800000000000006,1.395272751378824,259.75,0.08757139944068512,0.07692307692307693,0
anon_page_0008,cluster_08,5,468,1044,22,1,4.23,256,31,0.1211,130,0.822,-0.03125,-0.03125,0.20000000000000018,1.3753467346759933,258.75,0.07889866919029752,0.0703125,0
anon_page_0008,cluster_08,6,475,1044,22,2,4.36,264,32,0.1212,107,0.413,0.03225806451612903,-0.030303030303030304,0.16000000000000014,1.4123582820823595,261.5,0.06609652033201147,0.078125,0
anon_page_0008,cluster_08,7,482,1044,22,2,4.13,228,27,0.1184,90,0.578,-0.15625,-0.15625,-0.07000000000000028,1.317613365590597,251.75,0.08336666000266547,0.00819672131147541,0
anon_page_0008,cluster_08,8,489,1044,22,2,4.38,252,30,0.119,70,0.701,0.1111111111111111,-0.03225806451612903,0.14999999999999947,1.392126499951879,250.0,0.10161200716450791,-0.008333333333333333,0
anon_page_0008,cluster_08,9,496,1044,22,0,4.46,254,30,0.1181,141,0.696,0.0,-0.0625,0.09999999999999964,1.4030180967879287,249.5,0.12275483697190921,-0.008403361344537815,0
anon_page_0008,cluster_08,10,503,1044,22,1,4.56,258,31,0.1202,123,0.655,0.03333333333333333,0.14814814814814814,0.4299999999999997,1.4551351420470398,248.0,0.15911866640969557,-0.00847457627118644,0
anon_page_0008,cluster_08,11,510,1044,22,2,4.62,259,30,0.1158,121,0.85,-0.03225806451612903,0.0,0.2400000000000002,1.417532366419916,255.75,0.09205976319760986,0.03305785123966942,0
anon_page_0009,cluster_09,4,327,820,14,1,5.06,9157,782,0.0854,115,0.791,-0.2538167938931298,-0.3361629881154499,1.0099999999999998,1.1294436167863913,10596.75,0.4153913817112724,0.2619690645715689,1
anon_page_0009,cluster_09,5,334,820,14,3,5.55,9303,744,0.08,204,0.628,-0.04859335038363171,-0.30140845070422534,1.0999999999999996,1.1445051939837318,10137.75,0.3897755764539383,0.20774938169826876,1
anon_page_0009,cluster_09,6,341,820,14,1,6.36,11212,861,0.0768,112,0.641,0.15725806451612903,-0.1784351145038168,1.3600000000000003,1.2336117962573712,10243.5,0.5443976028602626,0.27161572052401745,1
anon_page_0009,cluster_09,7,348,820,14,1,6.44,9177,640,0.0697,115,0.493,-0.25667828106852497,-0.1815856777493606,1.3800000000000008,1.1315259298842204,9712.25,0.5749510848759226,0.14535844070036338,0
anon_page_0009,cluster_09,8,355,820,14,1,7.29,11249,761,0.0677,169,0.642,0.1890625,0.0228494623655914,1.7400000000000002,1.2211972370392543,10235.25,0.6159139550294344,0.2085828343313373,1
anon_page_0009,cluster_09,9,362,820,14,0,7.52,10053,621,0.0618,115,0.53,-0.18396846254927726,-0.2787456445993031,1.1599999999999993,1.1445964243691171,10422.75,0.5098222729540165,0.15227193895248006,0
anon_page_0009,cluster_09,10,369,820,14,1,7.72,8634,480,0.0556,133,0.661,-0.22705314009661837,-0.25,1.2799999999999994,1.0529996871323486,9778.25,0.48766663818637396,0.02478017585931255,0
anon_page_0009,cluster_09,11,376,820,14,0,8.93,12683,725,0.0572,79,0.821,0.5104166666666666,-0.04730617608409987,1.6399999999999997,1.2260227080237482,10654.75,0.6334232392326634,0.18940858136838037,0
anon_page_0010,cluster_10,4,237,1596,8,2,3.03,1232,201,0.1631,173,0.555,0.005,-0.11061946902654868,-0.010000000000000231,1.3949509614372302,1262.75,0.050249378105604384,0.02877697841726619,0
anon_page_0010,cluster_10,5,244,1596,8,0,3.08,1222,198,0.162,88,0.653,-0.014925373134328358,-0.043478260869565216,0.1499999999999999,1.4049532356738033,1229.25,0.06264982043070831,-0.01240694789081886,0
anon_page_0010,cluster_10,6,251,1596,8,2,3.42,1406,224,0.1593,169,0.546,0.13131313131313133,0.12,0.48,1.5101382616974346,1268.75,0.18171062159378576,0.03766707168894289,0
anon_page_0010,cluster_10,7,258,1596,8,1,3.23,1245,198,0.159,160,0.454,-0.11607142857142858,-0.014925373134328358,0.20000000000000018,1.4358134377914171,1276.25,0.1518222645068898,0.030450669914738125,0
anon_page_0010,cluster_10,8,265,1596,8,1,3.22,1198,190,0.1586,188,0.386,-0.04040404040404041,-0.04040404040404041,0.14000000000000012,1.4284315014657107,1267.75,0.12090802289343743,0.013580246913580247,0
anon_page_0010,cluster_10,9,272,1596,8,2,3.45,1303,204,0.1566,165,0.589,0.07368421052631578,-0.08928571428571429,0.03000000000000025,1.4956043988150236,1288.0,0.10559356040971436,0.03799019607843137,0
anon_page_0010,cluster_10,10,279,1596,8,2,3.48,1286,200,0.1555,134,0.563,-0.0196078431372549,0.010101010101010102,0.25,1.4960685589562428,1258.0,0.12051970793193949,0.010101010101010102,0
anon_page_0010,cluster_10,11,286,1596,8,1,3.58,1308,202,0.1544,117,0.431,0.01,0.06315789473684211,0.3599999999999999,1.5216914972834514,1273.75,0.13179055353097197,0.02386934673366834,0
anon_page_0011,cluster_11,4,319,1186,5,2,8.64,1762,73,0.0414,197,0.699,0.25862068965517243,0.4897959183673469,-0.3999999999999986,0.8628111871681915,1600.25,0.1761391495380848,-0.24472573839662448,0
anon_page_0011,cluster_11,5,326,1186,5,0,8.14,1557,65,0.0417,161,0.874,-0.1095890410958904,0.14035087719298245,-0.7699999999999996,0.826124580619697,1615.5,0.27775888824662287,-0.2648221343873518,0
anon_page_0011,cluster_11,6,333,1186,5,1,8.08,1711,78,0.0456,100,0.754,0.2,0.3448275862068966,-0.5500000000000007,0.8977248448526223,1646.5,0.26337947907914183,-0.22992700729927007,0
anon_page_0011,cluster_11,7,340,1186,5,3,7.64,1551,72,0.0464,110,0.658,-0.07692307692307693,-0.0136986301369863,-1.0000000000000009,0.871015895378805,1645.25,0.35450669951356384,-0.2569444444444444,0
anon_page_0011,cluster_11,8,347,1186,5,1,7.48,1620,80,0.0494,169,0.718,0.1111111111111111,0.23076923076923078,-0.6600000000000001,0.9107979666582617,1609.75,0.28155816450602184,-0.28135593220338984,0
anon_page_0011,cluster_11,9,354,1186,5,1,7.37,1726,90,0.0521,139,0.785,0.125,0.15384615384615385,-0.71,0.9485578735267417,1652.0,0.27021981792607286,-0.221875,0
anon_page_0011,cluster_11,10,361,1186,5,1,7.14,1740,95,0.0546,160,0.716,0.05555555555555555,0.3194444444444444,-0.5,0.9676423510755354,1659.25,0.18184815093918338,-0.21364985163204747,0
anon_page_0011,cluster_11,11,368,1186,5,3,6.84,1697,97,0.0572,169,0.539,0.021052631578947368,0.2125,-0.6400000000000006,0.9774002832162778,1695.75,0.24508926945094944,-0.20718232044198895,0
anon_page_0012,cluster_12,4,65,694,31,0,7.95,4318,283,0.0655,115,0.589,-0.5026362038664324,-0.13190184049079753,0.1200000000000001,1.2718389017776284,5610.0,0.480019530852652,-0.06269592476489028,0
anon_page_0012,cluster_12,5,72,694,31,1,8.43,5357,362,0.0676,105,0.722,0.2791519434628975,-0.13189448441247004,0.09999999999999964,1.3796816230324167,5768.75,0.39895958441927437,0.010423053341508276,0
anon_page_0012,cluster_12,6,79,694,31,3,8.88,6325,439,0.0694,130,0.806,0.212707182320442,-0.22847100175746923,-0.17999999999999972,1.4804346340376766,5889.0,0.43005813560494377,0.09316394434361766,0
anon_page_0012,cluster_12,7,86,694,31,1,8.6,5327,351,0.0659,171,0.769,-0.20045558086560364,0.24028268551236748,0.6499999999999995,1.3680054999489601,5331.75,0.3379718923224239,0.023693379790940768,0
anon_page_0012,cluster_12,8,93,694,31,1,9.53,7588,543,0.0716,119,0.657,0.5470085470085471,0.5,1.0999999999999996,1.6218875240932717,6149.25,0.4188675208225148,0.3392330383480826,1
anon_page_0012,cluster_12,9,100,694,31,2,8.49,4539,281,0.0619,120,0.644,-0.48250460405156537,-0.35990888382687924,-0.39000000000000057,1.27098648057429,5944.75,0.40401113846031494,0.315365551425031,1
anon_page_0012,cluster_12,10,107,694,31,3,8.81,5152,324,0.0629,117,0.848,0.15302491103202848,-0.07692307692307693,0.21000000000000085,1.3327813683534264,5651.5,0.4049305496007924,0.18412274849899934,0
anon_page_0012,cluster_12,11,114,694,31,2,8.57,4246,253,0.0596,112,0.749,-0.2191358024691358,-0.5340699815837937,-0.9599999999999991,1.2335555274324481,5381.25,0.4098780306383836,0.17273376159885795,0
anon_page_0013,cluster_13,4,290,138,27,2,7.14,12447,1024,0.0823,142,0.656,-0.14595496246872394,-0.05968778696051423,0.21999999999999975,1.4585524815662374,12901.0,0.17268106439329126,0.1634438305709024,0
anon_page_0013,cluster_13,5,297,138,27,0,7.59,14458,1212,0.0838,150,0.6,0.18359375,0.1744186046511628,0.6600000000000001,1.564329637418851,13324.25,0.24402868683824866,0.27468099395567497,1
anon_page_0013,cluster_13,6,304,138,27,1,7.28,12203,978,0.0801,138,0.695,-0.19306930693069307,-0.18432026688907424,-0.05999999999999961,1.443188082059153,13299.25,0.1628457859448626,0.2755495128030818,1
anon_page_0013,cluster_13,7,311,138,27,1,6.49,7291,537,0.0737,181,0.734,-0.450920245398773,-0.4755859375,-0.6499999999999995,1.2043541831134823,11599.75,0.40115458367068413,0.06318315115969075,0
anon_page_0013,cluster_13,8,318,138,27,0,7.37,11663,907,0.0778,183,0.702,0.6890130353817505,-0.25165016501650167,-0.21999999999999975,1.4164645405063436,11403.75,0.41541395017500304,0.05090809025866813,0
anon_page_0013,cluster_13,9,325,138,27,1,7.3,10793,818,0.0758,140,0.704,-0.09812568908489526,-0.16359918200409,0.019999999999999574,1.3689020756701042,10487.5,0.3595135602449509,-0.18425925925925926,0
anon_page_0013,cluster_13,10,332,138,27,0,7.64,12186,935,0.0767,103,0.79,0.1430317848410758,0.7411545623836127,1.1499999999999995,1.4398042925766024,10483.25,0.4291270208225064,-0.12511729746637473,0
anon_page_0013,cluster_13,11,339,138,27,1,7.6,11409,854,0.0749,119,0.612,-0.08663101604278074,-0.05843439911797133,0.22999999999999954,1.399755286611748,11512.75,0.14532291629333607,-0.033010813887307915,0
anon_page_0014,cluster_14,4,333,745,63,0,7.59,3772,309,0.0819,152,0.701,-0.08579881656804733,0.05460750853242321,1.7299999999999995,1.5288615430143664,3611.0,0.6532754013431088,0.1921259842519685,0
anon_page_0014,cluster_14,5,340,745,63,0,7.94,3573,275,0.077,139,0.833,-0.11003236245954692,-0.16666666666666666,1.3400000000000007,1.493540134608512,3722.75,0.4973617898471898,0.268370607028754,1
anon_page_0014,cluster_14,6,347,745,63,1,8.23,3261,233,0.0715,82,0.691,-0.15272727272727274,-0.3106508875739645,1.0300000000000002,1.4297978741445974,3625.75,0.38542184681203545,0.21991341991341992,1
anon_page_0014,cluster_14,7,354,745,63,0,8.89,3636,251,0.069,102,0.64,0.07725321888412018,-0.18770226537216828,1.3000000000000007,1.4733106657093562,3560.5,0.4772512441052409,0.2153558052434457,1
anon_page_0014,cluster_14,8,361,745,63,1,9.55,4002,267,0.0667,46,0.676,0.06374501992031872,-0.02909090909090909,1.6100000000000003,1.51358719540478,3618.0,0.6221083105054941,0.2202729044834308,1
anon_page_0014,cluster_14,9,368,745,63,1,9.38,2847,165,0.058,127,0.794,-0.38202247191011235,-0.2918454935622318,1.1500000000000004,1.296221293428009,3436.5,0.5126585120721201,0.13864628820960698,0
anon_page_0014,cluster_14,10,375,745,63,0,10.33,3741,218,0.0583,111,0.64,0.3212121212121212,-0.13147410358565736,1.4399999999999995,1.4142707954559182,3556.5,0.5177535610693564,0.22308546059933407,1
anon_page_0014,cluster_14,11,382,745,63,1,10.66,3511,188,0.0535,125,0.627,-0.13761467889908258,-0.2958801498127341,1.1099999999999994,1.3329877284268032,3525.25,0.5314602525118879,0.24463007159904535,1
anon_page_0015,cluster_15,4,613,1670,7,2,3.89,23267,1531,0.0658,201,0.605,-0.04788557213930348,-0.1950578338590957,0.2400000000000002,0.6959239775029629,24168.25,0.09883698700385406,0.14283597570010373,0
anon_page_0015,cluster_15,5,620,1670,7,0,4.22,25387,1611,0.0635,102,0.658,0.05225342913128674,-0.056791569086651054,0.5699999999999998,0.7197274286866125,24049.25,0.21389249636207433,0.14013626509755342,0
anon_page_0015,cluster_15,6,627,1670,7,1,4.28,24240,1479,0.061,84,0.59,-0.08193668528864059,-0.08022388059701492,0.5200000000000005,0.6997385229753911,24099.25,0.21844621763720246,0.15331513886659176,0
anon_page_0015,cluster_15,7,634,1670,7,2,4.41,24047,1413,0.0588,78,0.683,-0.04462474645030426,-0.07707380796864795,0.52,0.6918769661783976,24235.25,0.19170289512680816,0.1698707325157441,0
anon_page_0015,cluster_15,8,641,1670,7,1,4.46,22769,1282,0.0563,164,0.642,-0.0927105449398443,-0.2042209807572936,0.2400000000000002,0.6688392789937374,24110.75,0.09653367288153918,0.16231633535004322,0
anon_page_0015,cluster_15,9,648,1670,7,1,4.82,25202,1379,0.0547,83,0.58,0.07566302652106084,-0.0676132521974307,0.54,0.6941543572808223,24064.5,0.2001718012108599,0.17233927606699082,0
anon_page_0015,cluster_15,10,655,1670,7,1,4.79,23011,1200,0.0521,172,0.773,-0.12980420594633793,-0.15074309978768577,0.3799999999999999,0.657660343521537,23757.25,0.1861451046898629,0.1552901023890785,0
anon_page_0015,cluster_15,11,662,1670,7,2,4.93,22925,1148,0.0501,139,0.668,-0.043333333333333335,-0.10452418096723869,0.46999999999999975,0.6480915402954079,23476.75,0.1753567791675018,0.1449391096027151,0
anon_page_0016,cluster_16,4,538,1238,15,3,6.84,2788,207,0.0742,71,0.675,-0.18823529411764706,-0.26071428571428573,1.1799999999999997,1.267886381374962,3199.25,0.44707381940793617,0.10881801125703565,0
